Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Voulez-Vous,ABBA,Voulez-Vous,1979,5:09,4,0.708,0.774,11,-6.931,0,0.0372,0.149,0.00109,0.169,0.903,126.636,71
Lovers (Live A Little Longer),ABBA,Voulez-Vous,1979,3:30,4,0.519,0.732,6,-6.371,0,0.0466,0.166,0.0000278,0.314,0.734,173.347,41
Angeleyes,ABBA,Voulez-Vous,1979,4:20,4,0.719,0.922,11,-6.091,1,0.0338,0.523,0.000163,0.0867,0.964,133.113,70
Lovelight - Original Version,ABBA,Voulez-Vous,1979,3:46,4,0.56,0.723,0,-5.938,1,0.0305,0.0913,0.000157,0.399,0.692,125.092,38
As Good As New,ABBA,Voulez-Vous,1979,3:24,4,0.846,0.783,4,-5.697,1,0.0327,0.199,0.0225,0.0753,0.967,138.843,46
Does Your Mother Know,ABBA,Voulez-Vous,1979,3:13,4,0.728,0.865,7,-5.68,1,0.0364,0.151,0.0000243,0.0906,0.975,135.571,67
Summer Night City,ABBA,Voulez-Vous,1979,3:34,4,0.476,0.858,7,-5.66,0,0.0371,0.0138,0,0.177,0.765,130.703,54
If It Wasn't For The Nights,ABBA,Voulez-Vous,1979,5:09,4,0.7,0.88,9,-4.692,1,0.0389,0.29,0.00186,0.209,0.872,105.65,57
"Andante, Andante",ABBA,Super Trouper,1980,4:38,3,0.523,0.361,10,-10.718,1,0.0238,0.684,0.000348,0.0671,0.38,101.887,56
Happy New Year,ABBA,Super Trouper,1980,4:23,4,0.51,0.375,9,-9.185,1,0.0288,0.813,0,0.145,0.25,132.552,51
The Piper,ABBA,Super Trouper,1980,3:26,4,0.417,0.552,9,-9.103,1,0.0321,0.275,0.0000588,0.0914,0.423,177.302,40
"The Way Old Friends Do - Live At Wembley Arena, London, England / 1979",ABBA,Super Trouper,1980,2:55,3,0.1,0.502,2,-8.558,1,0.0348,0.725,0.0000293,0.362,0.305,164.667,39
Super Trouper,ABBA,Super Trouper,1980,4:12,4,0.764,0.626,0,-8.274,1,0.0288,0.457,0.00000635,0.201,0.961,118.34,73
Me And I,ABBA,Super Trouper,1980,4:54,4,0.659,0.781,4,-8.132,1,0.0274,0.183,0.0731,0.138,0.6,113.429,49
Our Last Summer,ABBA,Super Trouper,1980,4:19,4,0.504,0.528,2,-7.889,1,0.0244,0.72,0.0000628,0.432,0.414,98.341,60
Lay All Your Love On Me,ABBA,Super Trouper,1980,4:34,4,0.678,0.727,2,-7.844,0,0.0258,0.117,0.00396,0.354,0.71,133.481,77
Put On Your White Sombrero,ABBA,Super Trouper,1980,4:32,3,0.464,0.603,0,-7.725,1,0.0281,0.62,0.00063,0.312,0.594,81.668,35
Elaine,ABBA,Super Trouper,1980,3:44,4,0.592,0.867,7,-7.537,1,0.0427,0.282,0.0113,0.177,0.903,153.353,37
The Winner Takes It All,ABBA,Super Trouper,1980,4:54,4,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,74
On And On And On,ABBA,Super Trouper,1980,3:40,4,0.706,0.909,5,-6.003,1,0.0276,0.267,0.0689,0.162,0.945,127.992,51
Like An Angel Passing Through My Room,ABBA,The Visitors,1981,3:34,4,0.542,0.139,5,-19.019,1,0.0359,0.688,0.0000222,0.38,0.263,107.15,28
Should I Laugh Or Cry,ABBA,The Visitors,1981,4:32,4,0.764,0.538,10,-10.562,1,0.0289,0.257,0.0403,0.101,0.538,105.78,28
Two For The Price Of One,ABBA,The Visitors,1981,3:38,4,0.685,0.489,2,-9.869,1,0.032,0.32,0.0132,0.25,0.68,112.431,29
The Visitors,ABBA,The Visitors,1981,5:48,4,0.622,0.598,2,-9.79,1,0.0296,0.0744,0.000299,0.119,0.719,131.183,38
The Day Before You Came,ABBA,The Visitors,1981,5:53,4,0.809,0.532,0,-9.695,0,0.0304,0.0226,0.00222,0.0752,0.731,107.554,32
I Let The Music Speak,ABBA,The Visitors,1981,5:22,3,0.412,0.273,0,-9.561,0,0.0318,0.81,0.00000986,0.0697,0.179,129.855,30
Slipping Through My Fingers,ABBA,The Visitors,1981,3:55,4,0.473,0.424,5,-9.143,1,0.03,0.769,0.0000299,0.237,0.275,137.039,44
One Of Us,ABBA,The Visitors,1981,3:59,4,0.65,0.552,7,-8.53,1,0.0381,0.509,0.000244,0.035,0.856,82.217,39
Soldiers,ABBA,The Visitors,1981,4:40,3,0.551,0.636,9,-7.846,1,0.0264,0.186,0.0000758,0.0552,0.887,89.155,30
Under Attack,ABBA,The Visitors,1981,3:51,4,0.887,0.682,4,-7.795,1,0.0436,0.195,0.0503,0.0623,0.962,115.7,30
Cassandra,ABBA,The Visitors,1981,4:56,3,0.414,0.49,0,-7.679,1,0.0365,0.737,0,0.0577,0.423,159.722,28
When All Is Said And Done,ABBA,The Visitors,1981,3:18,4,0.723,0.679,2,-7.517,1,0.0357,0.424,0.000056,0.317,0.71,126.028,35
Head Over Heels,ABBA,The Visitors,1981,3:48,4,0.828,0.747,1,-6.839,0,0.035,0.537,0.00000505,0.137,0.767,121.43,35
Little Things,ABBA,Voyage,2021,3:08,4,0.647,0.165,10,-16.328,1,0.0315,0.894,0.00187,0.116,0.59,75.978,48
Ode To Freedom,ABBA,Voyage,2021,3:32,4,0.354,0.245,4,-13.671,1,0.0288,0.879,0.734,0.107,0.213,75.041,41
I Can Be That Woman,ABBA,Voyage,2021,4:01,4,0.588,0.358,10,-11.302,1,0.0337,0.837,0,0.106,0.366,133.932,45
Bumblebee,ABBA,Voyage,2021,3:57,3,0.455,0.271,10,-11.129,1,0.0295,0.722,0.000138,0.31,0.227,135.016,44
I Still Have Faith In You,ABBA,Voyage,2021,5:09,3,0.445,0.337,5,-8.485,1,0.0281,0.412,0.00000634,0.126,0.381,75.041,47
Keep An Eye On Dan,ABBA,Voyage,2021,4:05,4,0.67,0.591,2,-8.385,0,0.0266,0.728,0.000484,0.134,0.407,115.977,48
Don't Shut Me Down,ABBA,Voyage,2021,3:56,4,0.727,0.575,0,-8.247,1,0.0286,0.105,0,0.113,0.55,99.991,50
When You Danced With Me,ABBA,Voyage,2021,2:50,4,0.477,0.687,2,-6.469,1,0.0295,0.385,0.00394,0.403,0.724,88.001,50
No Doubt About It,ABBA,Voyage,2021,2:56,4,0.615,0.707,2,-5.909,1,0.0288,0.2,0,0.0729,0.795,149.981,40
Just A Notion,ABBA,Voyage,2021,3:31,4,0.584,0.795,0,-5.705,1,0.0287,0.259,0.000361,0.302,0.83,131.997,52
Dream On,Aerosmith,Aerosmith,1973,4:27,4,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,82
Walkin' The Dog,Aerosmith,Aerosmith,1973,3:13,4,0.647,0.89,9,-7.307,1,0.0937,0.0592,0.241,0.188,0.743,124.914,40
Mama Kin,Aerosmith,Aerosmith,1973,4:29,4,0.425,0.878,4,-7.017,1,0.0461,0.123,0.000536,0.249,0.856,153.121,50
Movin' Out,Aerosmith,Aerosmith,1973,5:02,4,0.455,0.749,2,-6.863,1,0.0562,0.293,0.000349,0.0799,0.52,160.085,36
Write Me a Letter,Aerosmith,Aerosmith,1973,4:12,4,0.48,0.801,0,-6.4,1,0.0426,0.648,0.0000709,0.0761,0.685,137.899,33
One Way Street,Aerosmith,Aerosmith,1973,7:02,4,0.457,0.834,5,-6.3,1,0.0368,0.033,0.00262,0.115,0.6,129.785,38
Make It,Aerosmith,Aerosmith,1973,3:40,4,0.547,0.844,0,-5.903,1,0.0289,0.0476,0.161,0.163,0.597,137.719,39
Somebody,Aerosmith,Aerosmith,1973,3:45,4,0.562,0.812,11,-5.501,0,0.04,0.509,0.00000578,0.373,0.574,144.879,35
Seasons of Wither,Aerosmith,Get Your Wings,1974,5:38,4,0.219,0.748,7,-9.239,1,0.0697,0.0852,0.0000902,0.349,0.379,204.624,37
Spaced,Aerosmith,Get Your Wings,1974,4:21,4,0.395,0.762,2,-8.726,1,0.0419,0.0197,0.0000774,0.0515,0.284,126.644,29
Woman of the World,Aerosmith,Get Your Wings,1974,5:54,4,0.264,0.784,2,-7.2,1,0.0748,0.0248,0.00477,0.104,0.654,175.651,30
Lord Of The Thighs,Aerosmith,Get Your Wings,1974,4:14,4,0.515,0.795,5,-7.164,1,0.0288,0.00143,0.0422,0.122,0.731,105.937,42
Train Kept a Rollin',Aerosmith,Get Your Wings,1974,5:33,4,0.34,0.907,11,-7.065,0,0.0483,0.00367,0.00272,0.721,0.47,97.049,49
S.O.S. (Too Bad),Aerosmith,Get Your Wings,1974,2:51,4,0.492,0.845,8,-6.474,0,0.0417,0.0229,0.0000125,0.151,0.887,148.04,31
Same Old Song and Dance,Aerosmith,Get Your Wings,1974,3:53,4,0.543,0.803,9,-6.215,1,0.0366,0.0724,0.000106,0.387,0.573,133.069,52
Pandora's Box,Aerosmith,Get Your Wings,1974,5:44,4,0.616,0.797,2,-5.684,1,0.0321,0.0318,0.000226,0.0472,0.751,114.43,28
Round And Round,Aerosmith,Toys In The Attic,1975,5:03,4,0.352,0.617,9,-11.452,1,0.0357,0.0253,0.0156,0.656,0.402,141.602,34
Uncle Salty,Aerosmith,Toys In The Attic,1975,4:09,4,0.452,0.587,2,-11.074,1,0.0325,0.105,0.000224,0.272,0.468,122.122,38
Sweet Emotion,Aerosmith,Toys In The Attic,1975,4:34,4,0.379,0.76,9,-10.961,1,0.0378,0.00298,0.0296,0.104,0.491,99.436,73
Walk This Way,Aerosmith,Toys In The Attic,1975,3:40,4,0.653,0.73,5,-10.613,1,0.0429,0.0115,0.0000102,0.0776,0.894,108.709,73
Toys In The Attic,Aerosmith,Toys In The Attic,1975,3:05,4,0.204,0.928,11,-9.997,0,0.0712,0.001,0.00000243,0.341,0.447,197.377,48
Big Ten Inch Record,Aerosmith,Toys In The Attic,1975,2:15,4,0.446,0.68,11,-9.949,0,0.115,0.458,0,0.0711,0.825,176.325,43
No More No More,Aerosmith,Toys In The Attic,1975,4:34,4,0.444,0.862,4,-9.908,1,0.0337,0.0137,0.0859,0.347,0.715,132.881,43
You See Me Crying,Aerosmith,Toys In The Attic,1975,5:11,4,0.297,0.478,0,-9.538,1,0.0268,0.126,0.0182,0.204,0.226,84.412,36
Adam's Apple,Aerosmith,Toys In The Attic,1975,4:33,4,0.533,0.878,9,-9.396,1,0.0353,0.00306,0.0000178,0.157,0.67,122.216,40
Last Child,Aerosmith,Rocks,1976,3:26,4,0.633,0.638,8,-7.321,1,0.0307,0.126,0,0.658,0.807,83.238,50
Get The Lead Out,Aerosmith,Rocks,1976,3:42,4,0.289,0.769,1,-6.977,1,0.0385,0.00951,0.00000928,0.176,0.549,92.39,31
Lick And A Promise,Aerosmith,Rocks,1976,3:05,4,0.47,0.927,11,-6.367,1,0.0517,0.00777,0.0000674,0.64,0.788,149.646,32
Back In the Saddle,Aerosmith,Rocks,1976,4:40,4,0.419,0.958,8,-6.24,1,0.0524,0.0165,0.000345,0.0786,0.719,122.077,55
Sick As A Dog,Aerosmith,Rocks,1976,4:12,4,0.375,0.891,4,-6.087,1,0.0444,0.0103,0.000351,0.317,0.78,137.986,36
Rats In The Cellar,Aerosmith,Rocks,1976,4:06,4,0.344,0.96,1,-5.991,0,0.0733,0.000572,0.0898,0.306,0.605,109.886,35
Home Tonight,Aerosmith,Rocks,1976,3:16,4,0.174,0.591,8,-5.7,1,0.0303,0.197,0.00111,0.0745,0.18,82.261,30
Combination,Aerosmith,Rocks,1976,3:41,4,0.448,0.961,3,-5.682,0,0.0922,0.0129,0.00000101,0.435,0.716,120.328,34
Nobody's Fault,Aerosmith,Rocks,1976,4:25,4,0.46,0.949,5,-5.575,0,0.0395,0.058,0,0.444,0.59,89.272,36
Critical Mass,Aerosmith,Draw The Line,1977,4:52,4,0.333,0.879,7,-7.007,1,0.039,0.00142,0.0122,0.687,0.437,141.197,23
Sight For Sore Eyes,Aerosmith,Draw The Line,1977,3:56,4,0.597,0.77,9,-6.683,1,0.0268,0.00109,0.101,0.291,0.862,107.45,24
The Hand That Feeds,Aerosmith,Draw The Line,1977,4:23,4,0.412,0.963,9,-6.612,0,0.0426,0.00215,0.0289,0.137,0.58,144.751,22
Milk Cow Blues,Aerosmith,Draw The Line,1977,4:14,4,0.254,0.867,7,-6.178,1,0.077,0.00775,0.0431,0.0897,0.504,207.486,24
Kings And Queens,Aerosmith,Draw The Line,1977,4:55,4,0.343,0.704,5,-6.057,0,0.0304,0.0453,0.00283,0.128,0.371,122.927,42
Get It Up,Aerosmith,Draw The Line,1977,4:02,4,0.476,0.923,2,-5.902,1,0.0926,0.0188,0.000293,0.324,0.466,120.335,23
Bright Light Fright,Aerosmith,Draw The Line,1977,2:22,4,0.466,0.943,4,-4.811,1,0.056,0.0858,0.0012,0.325,0.881,148.543,23
I Wanna Know Why,Aerosmith,Draw The Line,1977,3:09,4,0.465,0.955,11,-4.766,1,0.0484,0.168,0.000385,0.121,0.692,136.493,25
Draw The Line,Aerosmith,Draw The Line,1977,3:24,4,0.317,0.98,9,-3.667,1,0.0751,0.0539,0.684,0.197,0.672,143.255,41
Mia,Aerosmith,Night In The Ruts,1979,4:13,4,0.488,0.325,0,-8.731,0,0.0299,0.402,0.0000734,0.116,0.074,74.589,22
Reefer Head Woman,Aerosmith,Night In The Ruts,1979,4:02,3,0.3,0.557,9,-7.811,1,0.0331,0.014,0.00787,0.306,0.54,187.185,24
Chiquita,Aerosmith,Night In The Ruts,1979,4:24,4,0.453,0.853,2,-6.28,1,0.0367,0.0467,0.00689,0.271,0.713,130.279,22
Remember (Walking In The Sand),Aerosmith,Night In The Ruts,1979,4:04,3,0.268,0.637,0,-6.062,0,0.0546,0.269,0.00778,0.626,0.494,201.363,39
Three Mile Smile,Aerosmith,Night In The Ruts,1979,3:42,4,0.472,0.734,11,-5.949,0,0.0298,0.00677,0.0773,0.22,0.846,105.033,21
Cheese Cake,Aerosmith,Night In The Ruts,1979,4:16,4,0.315,0.879,9,-5.751,1,0.0516,0.0324,0.0434,0.0631,0.303,129.915,21
Think About It,Aerosmith,Night In The Ruts,1979,3:34,4,0.363,0.817,2,-5.537,1,0.0345,0.00037,0.366,0.264,0.373,107.748,18
No Surprize,Aerosmith,Night In The Ruts,1979,4:26,4,0.486,0.933,4,-5.332,1,0.0352,0.000798,0.167,0.244,0.431,138.678,27
Bone to Bone (Coney Island White Fish Boy),Aerosmith,Night In The Ruts,1979,2:59,4,0.407,0.957,9,-5.323,1,0.0429,0.0068,0.354,0.496,0.727,124.857,21
Prelude To Joanie,Aerosmith,Rock In A Hard Place,1982,1:20,4,0.201,0.112,4,-22.794,1,0.039,0.912,0.335,0.119,0.0382,168.192,14
Push Comes to Shove,Aerosmith,Rock In A Hard Place,1982,4:27,4,0.637,0.617,1,-8.329,1,0.0257,0.287,0.000236,0.646,0.615,82.713,17
Cry Me A River,Aerosmith,Rock In A Hard Place,1982,4:07,3,0.412,0.566,9,-7.305,0,0.0304,0.113,0.0000122,0.095,0.161,95.973,21
Joanie's Butterfly,Aerosmith,Rock In A Hard Place,1982,5:35,4,0.439,0.773,7,-7.273,1,0.0294,0.0584,0.0000864,0.0989,0.532,130.743,17
Bitch's Brew,Aerosmith,Rock In A Hard Place,1982,4:13,4,0.499,0.875,4,-7.11,1,0.0325,0.0248,0,0.292,0.537,121.4,19
Rock In A Hard Place (Cheshire Cat),Aerosmith,Rock In A Hard Place,1982,4:45,4,0.33,0.955,4,-7.108,1,0.0426,0.000167,0.00249,0.101,0.574,135.887,19
Jig Is Up,Aerosmith,Rock In A Hard Place,1982,3:10,4,0.521,0.848,11,-6.738,0,0.0396,0.0192,0.000572,0.15,0.743,83.714,16
Lightning Strikes,Aerosmith,Rock In A Hard Place,1982,4:26,4,0.496,0.892,4,-6.715,1,0.0339,0.025,0.0215,0.183,0.642,147.956,37
Jailbait,Aerosmith,Rock In A Hard Place,1982,4:38,4,0.386,0.968,4,-6.705,0,0.0656,0.0107,0.00114,0.0892,0.355,105.348,21
Bolivian Ragamuffin,Aerosmith,Rock In A Hard Place,1982,3:32,4,0.251,0.975,9,-5.865,1,0.0638,0.00468,0.000426,0.463,0.476,162.23,19
Shame On You,Aerosmith,Done With Mirrors,1985,3:20,4,0.38,0.726,9,-11.301,1,0.122,0.0119,0,0.228,0.731,173.956,21
My Fist Your Face,Aerosmith,Done With Mirrors,1985,4:21,4,0.462,0.877,9,-10.653,1,0.0473,0.0206,0,0.0929,0.735,137.669,24
The Reason A Dog,Aerosmith,Done With Mirrors,1985,4:12,4,0.606,0.726,7,-10.508,1,0.0251,0.054,0,0.0956,0.59,108.568,19
She's On Fire,Aerosmith,Done With Mirrors,1985,3:45,4,0.355,0.547,7,-10.439,1,0.0284,0.1,0,0.32,0.3,87.251,20
Let The Music Do The Talking,Aerosmith,Done With Mirrors,1985,3:47,4,0.386,0.939,0,-10.205,1,0.056,0.0149,0.00000684,0.316,0.448,171.463,33
Darkness,Aerosmith,Done With Mirrors,1985,3:43,4,0.317,0.746,5,-9.929,0,0.06,0.108,0,0.172,0.244,119.216,18
The Hop,Aerosmith,Done With Mirrors,1985,3:41,4,0.371,0.904,2,-9.861,1,0.0546,0.01,0.0000123,0.205,0.569,95.85,17
Shela,Aerosmith,Done With Mirrors,1985,4:24,4,0.35,0.787,7,-9.678,1,0.0945,0.0217,0.0000307,0.0895,0.484,116.854,18
Gypsy Boots,Aerosmith,Done With Mirrors,1985,4:15,4,0.461,0.927,9,-9.388,1,0.0628,0.0239,0,0.0978,0.553,98.489,16
Hangman Jury,Aerosmith,Permanent Vacation,1987,5:33,4,0.607,0.778,7,-5.739,1,0.0422,0.45,0,0.469,0.665,95.397,40
St. John,Aerosmith,Permanent Vacation,1987,4:10,4,0.601,0.877,9,-4.831,0,0.0851,0.102,0,0.14,0.372,122.457,29
Permanent Vacation,Aerosmith,Permanent Vacation,1987,4:49,4,0.516,0.971,2,-4.619,1,0.063,0.0536,0.0000288,0.37,0.805,134.662,35
Heart's Done Time,Aerosmith,Permanent Vacation,1987,4:42,4,0.418,0.978,4,-4.293,1,0.134,0.105,0.00226,0.616,0.117,108.11,31
The Movie,Aerosmith,Permanent Vacation,1987,4:04,4,0.328,0.858,4,-4.041,1,0.0381,0.1,0.635,0.128,0.158,168.036,27
Rag Doll,Aerosmith,Permanent Vacation,1987,4:25,4,0.579,0.954,4,-3.947,1,0.0558,0.583,0,0.139,0.583,93.448,60
Magic Touch,Aerosmith,Permanent Vacation,1987,4:37,4,0.475,0.953,2,-3.634,1,0.0993,0.00252,0.0000227,0.2,0.365,123.777,32
Angel,Aerosmith,Permanent Vacation,1987,5:08,4,0.239,0.819,3,-3.583,1,0.0393,0.304,0,0.0855,0.439,171.449,61
I'm Down,Aerosmith,Permanent Vacation,1987,2:20,4,0.391,0.924,7,-3.103,1,0.0543,0.0379,0.0000034,0.0544,0.946,163.248,29
Dude (Looks Like A Lady),Aerosmith,Permanent Vacation,1987,4:25,4,0.54,0.982,4,-2.962,0,0.0458,0.435,0.0000337,0.0457,0.91,126.294,68
Simoriah,Aerosmith,Permanent Vacation,1987,3:22,4,0.238,0.991,9,-2.697,1,0.0919,0.194,0.00000854,0.283,0.169,171.204,28
Girl Keeps Coming Apart,Aerosmith,Permanent Vacation,1987,4:13,4,0.495,0.995,2,-2.22,1,0.159,0.0244,0.00234,0.105,0.417,139.463,26
Hoodoo/ Voodoo Medicine Man,Aerosmith,Pump,1989,4:38,4,0.272,0.835,11,-10.019,1,0.0661,0.0178,0.00757,0.382,0.345,100.456,16
"Don't Get Mad, Get Even",Aerosmith,Pump,1989,4:49,4,0.464,0.575,2,-9.823,1,0.0536,0.0784,0.0000899,0.0707,0.38,170.944,17
Water Song/Janie's Got A Gun,Aerosmith,Pump,1989,5:33,4,0.617,0.664,5,-9.805,1,0.0285,0.0906,0.000362,0.177,0.446,116.282,25
What It Takes/Hidden Instrumental,Aerosmith,Pump,1989,6:29,4,0.509,0.711,0,-9.171,1,0.0618,0.0928,0.000209,0.318,0.163,142.359,24
My Girl,Aerosmith,Pump,1989,3:10,4,0.439,0.928,9,-8.577,1,0.0266,0.0622,0.00428,0.33,0.689,102.799,17
Dulcimer Stomp/ The Other Side,Aerosmith,Pump,1989,4:56,4,0.341,0.932,2,-8.344,1,0.0519,0.207,0.00517,0.134,0.503,126.628,21
Going Down/ Love In An Elevator,Aerosmith,Pump,1989,5:38,4,0.445,0.927,4,-7.861,1,0.0832,0.0386,0.00186,0.147,0.449,93.587,28
Monkey On My Back,Aerosmith,Pump,1989,3:57,4,0.514,0.935,2,-7.742,1,0.067,0.0175,0.0258,0.347,0.357,123.637,18
F.I.N.E.,Aerosmith,Pump,1989,4:09,4,0.533,0.956,2,-7.687,1,0.0319,0.062,0.00212,0.355,0.628,131.6,23
Young Lust,Aerosmith,Pump,1989,4:19,4,0.47,0.981,2,-6.924,1,0.0612,0.00539,0.0369,0.158,0.103,94.537,21
Intro,Aerosmith,Get A Grip,1993,0:23,4,0.928,0.59,2,-14.533,1,0.36,0.0141,0,0.351,0.0875,123.18,9
Boogie Man,Aerosmith,Get A Grip,1993,2:17,4,0.492,0.191,4,-13.693,1,0.0384,0.9,0.838,0.0444,0.065,81.835,31
Flesh,Aerosmith,Get A Grip,1993,5:56,4,0.531,0.827,9,-6.2,1,0.0587,0.000861,0.0559,0.162,0.163,123.769,33
Walk On Down,Aerosmith,Get A Grip,1993,3:39,4,0.446,0.989,2,-5.318,1,0.093,0.000726,0.411,0.383,0.465,143.977,32
Eat The Rich,Aerosmith,Get A Grip,1993,4:10,4,0.573,0.932,11,-5.252,0,0.053,0.00324,0.000909,0.357,0.658,122.963,51
Gotta Love It,Aerosmith,Get A Grip,1993,5:58,4,0.53,0.951,9,-4.892,1,0.0576,0.00137,0.0103,0.279,0.566,90.915,32
Livin' On The Edge,Aerosmith,Get A Grip,1993,6:07,4,0.411,0.881,2,-4.885,1,0.0344,0.000591,0.00246,0.468,0.345,84.528,42
Crazy,Aerosmith,Get A Grip,1993,5:16,3,0.348,0.848,6,-4.674,0,0.0396,0.0454,0,0.143,0.486,162.189,72
Amazing,Aerosmith,Get A Grip,1993,5:55,4,0.305,0.803,0,-4.668,1,0.0412,0.0495,0.000315,0.329,0.282,139.381,63
Line Up,Aerosmith,Get A Grip,1993,4:02,4,0.539,0.962,9,-4.459,1,0.0433,0.000307,0.000154,0.757,0.557,132.797,35
Cryin',Aerosmith,Get A Grip,1993,5:08,3,0.452,0.813,9,-4.45,1,0.0319,0.0000831,0.0381,0.274,0.539,105.757,70
Shut Up And Dance,Aerosmith,Get A Grip,1993,4:55,4,0.505,0.974,7,-4.138,1,0.0861,0.000287,0.00212,0.448,0.531,129.903,37
Fever,Aerosmith,Get A Grip,1993,4:15,4,0.517,0.994,9,-3.817,1,0.105,0.00685,0.00000143,0.205,0.466,89.641,36
Get A Grip,Aerosmith,Get A Grip,1993,3:58,4,0.615,0.922,9,-3.528,1,0.0462,0.0179,0.00213,0.233,0.818,104.798,42
Fallen Angels,Aerosmith,Nine Lives,1997,8:16,4,0.331,0.805,0,-6.675,1,0.0487,0.0119,0.000191,0.334,0.246,174.603,30
Full Circle,Aerosmith,Nine Lives,1997,5:00,3,0.284,0.668,2,-5.916,1,0.0369,0.00867,0,0.138,0.317,135.616,48
Crash,Aerosmith,Nine Lives,1997,4:25,4,0.425,0.978,5,-4.945,0,0.104,0.000292,0.00034,0.405,0.159,103.479,27
The Farm,Aerosmith,Nine Lives,1997,4:28,4,0.364,0.886,4,-4.913,0,0.0503,0.0166,0.0000161,0.211,0.383,167.39,30
Taste of India,Aerosmith,Nine Lives,1997,5:53,4,0.515,0.944,9,-4.906,1,0.0531,0.00157,0.0000589,0.109,0.22,113.418,34
Ain't That A Bitch,Aerosmith,Nine Lives,1997,5:25,4,0.483,0.828,0,-4.848,0,0.0377,0.0606,0,0.192,0.299,127.829,40
Pink,Aerosmith,Nine Lives,1997,3:55,4,0.473,0.768,0,-4.708,1,0.037,0.00994,0,0.145,0.826,171.669,60
Hole In My Soul,Aerosmith,Nine Lives,1997,6:10,4,0.441,0.711,0,-4.675,1,0.0275,0.0066,0,0.279,0.183,75.307,60
Kiss Your Past Good-bye,Aerosmith,Nine Lives,1997,4:31,4,0.395,0.882,2,-4.673,1,0.0502,0.00122,0,0.105,0.239,83.861,32
Falling In Love (Is Hard On The Knees),Aerosmith,Nine Lives,1997,3:25,4,0.608,0.869,7,-4.466,0,0.0321,0.0154,0,0.128,0.862,116.563,47
Something's Gotta Give,Aerosmith,Nine Lives,1997,3:36,4,0.315,0.977,2,-4.405,1,0.0937,0.00697,0.00453,0.176,0.431,170.738,29
Attitude Adjustment,Aerosmith,Nine Lives,1997,3:44,4,0.283,0.915,0,-4.153,1,0.0519,0.00591,0,0.395,0.482,182.749,28
Nine Lives,Aerosmith,Nine Lives,1997,4:01,4,0.344,0.982,2,-3.84,1,0.157,0.00079,0,0.279,0.19,167.544,40
Just Push Play,Aerosmith,Just Push Play,2001,3:50,4,0.577,0.961,2,-5.715,1,0.0891,0.0612,0,0.0988,0.362,100.024,35
Fly Away From Here,Aerosmith,Just Push Play,2001,5:02,4,0.394,0.641,4,-5.363,1,0.0349,0.156,0,0.114,0.2,142.181,58
Beyond Beautiful,Aerosmith,Just Push Play,2001,4:45,4,0.326,0.857,2,-5.07,1,0.0524,0.00933,0.0000285,0.0873,0.248,84.72,34
Avant Garden,Aerosmith,Just Push Play,2001,6:36,4,0.309,0.466,5,-5.028,1,0.0353,0.083,0,0.183,0.316,83.924,26
Luv Lies,Aerosmith,Just Push Play,2001,4:26,4,0.353,0.795,7,-4.822,1,0.0383,0.012,0,0.0646,0.414,135.938,30
Under My Skin,Aerosmith,Just Push Play,2001,3:47,4,0.43,0.944,7,-4.793,1,0.0647,0.00278,0.00445,0.438,0.436,90.223,26
Light Inside,Aerosmith,Just Push Play,2001,3:35,4,0.233,0.972,0,-4.783,1,0.104,0.0000227,0.0000374,0.369,0.128,180.089,23
Jaded,Aerosmith,Just Push Play,2001,3:35,4,0.518,0.866,9,-4.476,1,0.0509,0.00413,0.0000193,0.246,0.671,117.983,61
Trip Hoppin',Aerosmith,Just Push Play,2001,4:27,4,0.497,0.958,1,-4.338,1,0.0467,0.0364,0,0.212,0.511,113.995,27
Drop Dead Gorgeous,Aerosmith,Just Push Play,2001,3:42,4,0.438,0.94,9,-4.097,1,0.0796,0.000839,0,0.186,0.495,98.065,25
Sunshine,Aerosmith,Just Push Play,2001,3:37,4,0.504,0.875,2,-4.062,1,0.0354,0.000989,0,0.397,0.549,110.001,40
Outta Your Head,Aerosmith,Just Push Play,2001,3:23,4,0.518,0.979,9,-3.578,1,0.139,0.000263,0.000391,0.126,0.308,112.011,25
Back Back Train,Aerosmith,Honkin' On Bobo,2004,4:24,4,0.191,0.699,7,-6.561,0,0.0486,0.174,0,0.16,0.16,168.568,23
I'm Ready,Aerosmith,Honkin' On Bobo,2004,4:15,4,0.473,0.829,9,-5.675,1,0.0463,0.0129,0.0166,0.252,0.526,134.432,21
Never Loved a Girl,Aerosmith,Honkin' On Bobo,2004,3:12,5,0.486,0.756,9,-5.345,1,0.0399,0.165,0.0000332,0.432,0.816,136.513,25
Temperature,Aerosmith,Honkin' On Bobo,2004,2:51,4,0.562,0.788,11,-5.056,0,0.0355,0.364,0.00000357,0.336,0.914,123.544,21
Jesus Is On The Main Line,Aerosmith,Honkin' On Bobo,2004,2:48,4,0.413,0.759,10,-4.529,0,0.0482,0.512,0,0.0855,0.457,136.086,21
You Gotta Move,Aerosmith,Honkin' On Bobo,2004,5:31,4,0.431,0.951,9,-4.526,1,0.0671,0.000435,0.0108,0.377,0.498,94.893,29
