text,sentiment
Ahhh im sqeaky clean and fresh Even though im wearing dirty clothes  I love Two and a Half Men  its amazing,positive
 yes i have read them many times,neutral
 Cuz you play a grown up on Twitter,neutral
i am living in ignorance  ,negative
 nope it is telling you that you want cameo creams,neutral
 AWWWW  were gonna miss you,negative
 WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air and not too many Oiks,positive
terrible haha that was new  the fact that he couldnt do it should have cost his part What kind of Spock is that,neutral
today was a lovely day I had fun with  and  this evening,positive
 Betos Pizzeria is on Banksville Rd in I believe the Beachview area Sorry to answer like  years later,negative
sigh my sisters bein strange she came all the way from copenhagen to london and now her phones turned off i wanna see her dammit,negative
 it was amazing,positive
 Barbs trying to figure out y the dsl aint connecting I need my google Going home to my computer if it dont start working soon SMH,neutral
Im sick and sad  missing out on Martini Lounge tonight,negative
Seems really quiet tonightam jealous of those who are clearly having a more exciting life than me   Off to bed I think,neutral
Really wishes he had some spare cash to buy the new Punch Out for Wii,negative
Aw not going to Toronto anymore,negative
 So sorry to hear about your mom that really sucks,negative
 I feel for you  I hope its a smooth flight Be safe Mucho amor from Boston,positive
Cant sleepso Im watching HGTV Im afraid infomercials are about to take over,negative
Im getting me  my family ready for Kaylees graduation Its gonna make me so sad,negative
 sweet dreams,positive
 hay wats ur AIM we should chat,neutral
 Okay kool I might be touring all summer long but we can make it happen,neutral
IN PAIN my big toe got stomped on during the hokey cokeu its throbbing anyone have any suggestions to heal it,negative
Time to watch OP then some Dead Like Me then sleep,neutral
Having dinner with my grandma since I couldnt be with my mum,neutral
 haha thanks  its for history and its on how the invention of television has influence america lol,positive
 yea so wassup,neutral
Stupid jobs idk what to do,negative
Shopped til i droppedcome bac sunshine i miss u,negative
 Like your pics Lucky Girl again,positive
 Thank you   Ive had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine,neutral
Around  hours left until a  day weekend and I have waaaay too much work to do,neutral
Feeling loved  My Mom got me a Nikon Cool Pix for my birthday,positive
 there were attempts to somehow extend inner classes which would be close to closure cant find the ref ATM,neutral
 Yes Join us All we require is a cupcake donation,neutral
i have such a hard time talking to new people   I am pretty sure I didnt make a good impression,negative
 haha  yup but still have a terrible headache and super swollen and puffy eyes i dont think im going out todayugh,negative
 Cant access your site,neutral
And the Sun is shinningat last,positive
We are on the slowest train ever it stops everywhere Missed a quick train by a few minutes,negative
 nup no cd either just a whole bunch of zeros and ones you can have for free,neutral
My graduation day And i feel like a failure,neutral
ops   that lol wasnt supposed to got to twitter,neutral
I dont think Ive ever been so tierd in my lifeUghgoodnightSo sleeping in tomorrow,negative
 What are u going to do today my girl,neutral
why doesnt he want me anymore,negative
bad hair day,negative
headache,negative
sorry guys i didnt sign in for a while  sorry ,negative
 I am just okayokay  like the rest of the sane population in the world I hate mondays,neutral
mozarts requiem,neutral
 i think i am a bit in love with his creations and wit but not that physically attracted to him although he has great style,neutral
amichael Hey thanks for another great day Im going to sleep now Ill chat with you tomorrow  Sweet dreams,positive
 I bet its cool down in SR huh Its not here I havent stopped sweating since noon when dad and I were packing,negative
 OHSHNAPSSS is she pissed at blair as usual  hahah  yeeeah i bake cookies,neutral
 no bueno  hollykins needs to feel better asap  ps i miss you  you done with uni soon arent you  SOPROUDOFYOU,neutral
   cool you and your mother have awesome hair styles Wish her a happy mothers day,positive
happy mothers day mothers,positive
My expression watching this again ,neutral
Stupid bipolar weather ruined my day off,negative
 I didnt want to tell you but I think its your body odour,negative
 nice beta for easports still no news on the online for madden,neutral
 thats pretty bad quality and probably the worst pic u posted till date,negative
I missed your calls,negative
 Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our ownflitter,negative
just came back from karaoke  eating dinner with emily it was sooooo much fun,positive
 Discrimination is not a bad thing Ive learned to say no My children would say I mastered that years ago,positive
 sure i can talkthe fabulous  part though is out  sorry dear,neutral
 did you see the  sec clip of the New Moon trailer its up on ETonlinecom check it out its a big tease though,negative
Just got back from working out Im feeling pretty good work at ,positive
Ahhh My Satz blend didnt save,neutral
 So Why should that matter I bet you would be GREAT at it I do Its what you love right Why not go for it,positive
DH is just about finished making his giant Trio candy bar Thank the heavens His work mates are in for a treat tomorrow,positive
My ear are popping,neutral
working on diffusing that irritation but this traffic sure isnt helping  mother F its always real bad the days th i help plan stuff,negative
 I submitted my resume the same day and saw no answer back Oh well,negative
Catching up on  weeks of LOST and Greys    House is quiet again,neutral
I love when ryans a housewife Makes me smile,positive
SoooIm kinda o sick n tired of the bs that guys dish out  ,negative
 boo i was hoping for a fake alien story with a tinfoil covered beachball photo,negative
 hey Phillll Wazzuppppp,neutral
missed out on westcott micro apollo too,negative
  great you can buy me lunch when i get my  pay cut next month,positive
finally gone to the beach yeaaaah,positive
ranjan Did I ever mention what a nice and awesome dude you are,positive
last weekday of doing nothing school starts next week,neutral
 Hello Gorgeous GIRL Nice new pic  HOw are you today,positive
Ok that  duet was hysterical LOL,positive
ok i have to turn off all of my twitter device updates until i get a new battery phone goes from fully charged to dead in about  hours,neutral
michelle is a hot mama with chichis grande,neutral
 either way you always tend to make my followfriday list sweetie  you do rock that much,positive
